id,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice,pid,ms_subclass,ms_zoning,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,pool_qc,fence,misc_feature,sale_type
47,110.0,14300.0,9.0,5.0,2003.0,2004.0,1095.0,1373.0,0.0,1473.0,2846.0,2696.0,0.0,0.0,2696.0,1.0,0.0,2.0,1.0,3.0,1.0,10.0,2.0,2003.0,3.0,958.0,220.0,150.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,500000.0,528176010,20,RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD 
1424,65.0,10616.0,7.0,5.0,2007.0,2007.0,0.0,0.0,0.0,628.0,628.0,628.0,728.0,0.0,1356.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,2007.0,2.0,484.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,177439.0,906378190,60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,New
429,96.0,11308.0,9.0,5.0,2008.0,2008.0,154.0,936.0,0.0,168.0,1104.0,1130.0,1054.0,0.0,2184.0,1.0,0.0,2.0,1.0,3.0,1.0,10.0,1.0,2008.0,3.0,836.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,335000.0,528108070,60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD 
1031,80.0,10480.0,7.0,6.0,1976.0,1976.0,660.0,403.0,0.0,400.0,803.0,1098.0,866.0,0.0,1964.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1976.0,2.0,483.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,205000.0,527359070,60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD 
1635,35.0,5118.0,8.0,5.0,1990.0,1990.0,0.0,926.0,0.0,386.0,1312.0,1321.0,0.0,0.0,1321.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1990.0,2.0,484.0,0.0,64.0,140.0,0.0,0.0,0.0,0.0,8.0,2007.0,212000.0,527184110,120,RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD 
309,44.0,3811.0,8.0,5.0,2004.0,2005.0,186.0,1373.0,0.0,221.0,1594.0,1646.0,0.0,0.0,1646.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,2004.0,2.0,525.0,128.0,53.0,0.0,0.0,155.0,0.0,0.0,5.0,2010.0,246000.0,911370510,120,RM,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD 
1020,69.05520046484602,10825.0,7.0,7.0,1983.0,1983.0,174.0,747.0,0.0,513.0,1260.0,1260.0,0.0,0.0,1260.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1983.0,2.0,598.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,181900.0,527302070,20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD 
178,50.0,5500.0,5.0,7.0,1929.0,2001.0,0.0,234.0,692.0,0.0,926.0,926.0,0.0,390.0,1316.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1974.0,2.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,130000.0,902206040,50,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD 
1975,60.0,9600.0,5.0,7.0,1910.0,2002.0,0.0,0.0,0.0,264.0,264.0,768.0,664.0,0.0,1432.0,0.0,0.0,2.0,0.0,2.0,1.0,7.0,0.0,1910.0,2.0,360.0,270.0,0.0,112.0,0.0,0.0,0.0,0.0,5.0,2007.0,132000.0,902105110,70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,Gd,Y,None,GdPrv,None,WD 
2096,75.0,9317.0,7.0,5.0,1994.0,2001.0,0.0,497.0,0.0,282.0,779.0,1029.0,929.0,0.0,1958.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1994.0,2.0,499.0,202.0,93.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,220000.0,906223040,60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,CWD
865,69.05520046484602,11838.0,8.0,5.0,2001.0,2001.0,0.0,0.0,0.0,1753.0,1753.0,1788.0,0.0,0.0,1788.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2001.0,2.0,522.0,202.0,151.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,236500.0,907252210,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD 
385,75.0,8004.0,8.0,5.0,2009.0,2009.0,110.0,544.0,0.0,288.0,832.0,832.0,1103.0,0.0,1935.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2009.0,2.0,552.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,263435.0,527365030,60,FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,BuiltIn,Fin,TA,TA,Y,None,None,None,New
1362,60.0,6876.0,6.0,6.0,1938.0,1958.0,0.0,0.0,0.0,1272.0,1272.0,1272.0,0.0,697.0,1969.0,0.0,0.0,2.0,0.0,4.0,1.0,9.0,1.0,1938.0,2.0,400.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,141000.0,903454100,50,RM,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Detchd,Unf,TA,TA,Y,None,None,None,COD
1091,69.05520046484602,8396.0,7.0,5.0,2003.0,2003.0,196.0,0.0,0.0,847.0,847.0,847.0,1139.0,0.0,1986.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,2003.0,2.0,434.0,120.0,48.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,213000.0,528250030,60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD 
317,73.0,9803.0,7.0,5.0,2009.0,2010.0,0.0,0.0,0.0,1214.0,1214.0,1214.0,0.0,0.0,1214.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2010.0,2.0,520.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,179781.0,916386020,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,New
1076,48.0,6240.0,8.0,5.0,2006.0,2007.0,176.0,846.0,0.0,496.0,1342.0,1342.0,0.0,0.0,1342.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2007.0,2.0,550.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,234250.0,528186160,120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD 
1573,69.05520046484602,15498.0,8.0,6.0,1976.0,1976.0,0.0,1165.0,400.0,0.0,1565.0,2898.0,0.0,0.0,2898.0,1.0,0.0,2.0,0.0,2.0,1.0,10.0,1.0,1976.0,2.0,665.0,0.0,72.0,174.0,0.0,0.0,0.0,0.0,5.0,2008.0,287000.0,916325080,20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,WdShake,Stone,HdBoard,None,Gd,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,COD
485,69.05520046484602,12891.0,8.0,5.0,2002.0,2002.0,99.69590931493346,651.0,0.0,219.0,870.0,878.0,1126.0,0.0,2004.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,2002.0,3.0,644.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,257500.0,528275160,60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD 
2021,60.0,6180.0,6.0,5.0,1926.0,1950.0,0.0,0.0,0.0,960.0,960.0,986.0,0.0,0.0,986.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1926.0,1.0,180.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,102000.0,903234160,30,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD 
2032,57.0,7449.0,7.0,7.0,1930.0,1950.0,0.0,0.0,0.0,637.0,637.0,1108.0,0.0,0.0,1108.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1930.0,1.0,280.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,6.0,2007.0,139400.0,903451110,45,RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,Gd,Typ,Gd,Attchd,Unf,TA,TA,N,None,GdPrv,None,WD 
2604,60.0,10410.0,3.0,4.0,1915.0,1950.0,0.0,0.0,0.0,672.0,672.0,694.0,520.0,0.0,1214.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1998.0,3.0,936.0,216.0,0.0,160.0,0.0,0.0,0.0,0.0,1.0,2006.0,105000.0,535381060,50,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD 
1615,95.0,15865.0,8.0,6.0,1970.0,1970.0,0.0,351.0,823.0,1043.0,2217.0,2217.0,0.0,0.0,2217.0,1.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,1970.0,2.0,621.0,81.0,207.0,0.0,0.0,224.0,0.0,0.0,10.0,2007.0,268000.0,526355190,20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,TA,Gd,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD 
2736,69.05520046484602,19690.0,6.0,7.0,1966.0,1966.0,0.0,0.0,0.0,697.0,697.0,1575.0,626.0,0.0,2201.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,1966.0,2.0,432.0,586.0,236.0,0.0,0.0,0.0,738.0,0.0,8.0,2006.0,274970.0,905426150,80,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Flat,Tar&Grv,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Av,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,Gd,Gd,Y,Gd,GdPrv,None,WD 
473,43.0,3182.0,7.0,5.0,2005.0,2006.0,16.0,16.0,0.0,1204.0,1220.0,1220.0,0.0,0.0,1220.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,2005.0,2.0,397.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,180000.0,528228455,120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD 
1316,60.0,9600.0,7.0,9.0,1928.0,2005.0,0.0,141.0,0.0,548.0,689.0,689.0,689.0,0.0,1378.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1928.0,2.0,360.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,10.0,2008.0,161000.0,902306130,70,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,TA,Ex,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,N,None,None,None,WD 
244,60.0,11100.0,4.0,7.0,1946.0,2006.0,0.0,0.0,0.0,0.0,0.0,930.0,0.0,0.0,930.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1946.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,84900.0,905478190,20,RL,Pave,None,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,None,None,None,None,None,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD 
152,70.0,13587.0,5.0,5.0,1958.0,1958.0,0.0,532.0,0.0,456.0,988.0,988.0,0.0,0.0,988.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1958.0,1.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,119000.0,535304060,190,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD 
1588,85.0,11447.0,8.0,5.0,2005.0,2006.0,674.0,1571.0,0.0,393.0,1964.0,1964.0,0.0,0.0,1964.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2005.0,3.0,892.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,370000.0,921201060,20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD 
2111,64.0,7242.0,7.0,5.0,2005.0,2006.0,0.0,0.0,0.0,1270.0,1270.0,1270.0,0.0,0.0,1270.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2005.0,2.0,524.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,175900.0,906392080,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD 
813,64.0,7018.0,5.0,5.0,1979.0,1979.0,0.0,0.0,0.0,0.0,0.0,1120.0,1120.0,0.0,2240.0,0.0,0.0,2.0,0.0,6.0,2.0,12.0,0.0,1979.0,2.0,528.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,142953.0,906226120,90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD 
1854,50.0,9466.0,8.0,5.0,1994.0,1995.0,0.0,457.0,1037.0,0.0,1494.0,1494.0,0.0,0.0,1494.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1994.0,2.0,478.0,0.0,30.0,0.0,0.0,217.0,0.0,0.0,5.0,2007.0,279700.0,533250190,120,RL,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD 
2575,70.0,8400.0,5.0,5.0,1957.0,1957.0,0.0,623.0,0.0,556.0,1179.0,1364.0,0.0,0.0,1364.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1957.0,1.0,331.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,132000.0,535152280,20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,GdPrv,None,WD 
867,69.05520046484602,11050.0,9.0,5.0,2000.0,2000.0,204.0,904.0,0.0,536.0,1440.0,1476.0,677.0,0.0,2153.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,2.0,2000.0,3.0,736.0,253.0,142.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,313000.0,907253130,60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,None,None,None,WD 
2879,60.0,11040.0,4.0,6.0,1920.0,1950.0,0.0,637.0,0.0,0.0,637.0,897.0,439.0,0.0,1336.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,1994.0,1.0,570.0,0.0,47.0,120.0,0.0,0.0,0.0,0.0,9.0,2006.0,108000.0,911175360,50,C (all),Pave,None,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,CarPort,Unf,TA,TA,Y,None,None,None,COD
1494,60.0,6931.0,7.0,5.0,2003.0,2004.0,92.0,0.0,0.0,746.0,746.0,760.0,896.0,0.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2003.0,2.0,397.0,178.0,128.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,165400.0,908128110,60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD 
2771,65.0,12438.0,6.0,5.0,1995.0,1995.0,68.0,0.0,0.0,781.0,781.0,795.0,704.0,0.0,1499.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,1995.0,2.0,473.0,413.0,91.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,187000.0,907130110,60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD 
496,174.0,15138.0,8.0,5.0,1995.0,1996.0,506.0,689.0,0.0,773.0,1462.0,1490.0,1304.0,0.0,2794.0,1.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,1995.0,3.0,810.0,0.0,146.0,202.0,0.0,0.0,0.0,0.0,7.0,2009.0,403000.0,528321010,60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD 
1651,69.05520046484602,12046.0,6.0,6.0,1976.0,1976.0,298.0,156.0,0.0,692.0,848.0,1118.0,912.0,0.0,2030.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1976.0,2.0,551.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,195000.0,527327050,60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD 
1913,100.0,9600.0,6.0,5.0,1961.0,1961.0,291.0,600.0,0.0,618.0,1218.0,1254.0,0.0,0.0,1254.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1961.0,2.0,525.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,5.0,2007.0,158500.0,535105110,80,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,WdShing,Wd Shng,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD 
2790,90.0,11367.0,8.0,5.0,2002.0,2002.0,210.0,932.0,0.0,133.0,1065.0,1091.0,898.0,0.0,1989.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2002.0,2.0,586.0,199.0,60.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,255000.0,907251100,60,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD 
1541,56.0,26073.0,5.0,5.0,1956.0,1956.0,0.0,1116.0,0.0,782.0,1898.0,1898.0,0.0,0.0,1898.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,2.0,1956.0,2.0,484.0,0.0,51.0,224.0,0.0,0.0,0.0,0.0,4.0,2008.0,236500.0,909428170,20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,MetalSd,None,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD 
